"Common_Name","pro","anti","fitness","Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","ORF","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11"
NA,NA,NA,NA,"far11","ynl127w","ORF","383987-386848","+","XIV","ynl127w",0.0329495527586208,0.0747534666666665,0.0928841068421054,0.214687473095238,0.0797860291666667,0.00125132481481494,-0.145314397580645,-0.180890806,-0.0710079673417721,-0.0130021903370787,0.0843810929702971
NA,NA,NA,NA,"vps15","ybr097w","ORF","436951-441315","+","II","ybr097w",-0.0669574696551724,-0.0627200033333333,-0.0557043592105263,-0.0532943819047619,-0.0276405854166667,-0.0216418742592593,-0.0224714835483871,-0.0597195914285714,-0.0128584505063291,0.019973083258427,0.0682408449504951
"psd1",0,0,1,"psd1","ynl169c","ORF","316169-317671","-","XIV","ynl169c",0.422879079310347,0.625866972727274,0.569250784210524,1.41913452380952,-0.252858035416666,-0.581924888888889,-0.919580572580644,-0.572797671428573,-0.608794670886076,-0.671146935955056,-0.786923845544555
NA,NA,NA,NA,"mcp2","ylr253w","ORF","642627-644336","+","XII","ylr253w",0.00599406551724111,0.0746228636363635,0.0872480868421059,0.328059488095238,-0.0758729270833336,-0.0896925296296296,0.0237164306451611,-0.103567821428571,-0.25805664556962,-0.400387619101124,-0.589168026336634
NA,NA,NA,NA,"ybr134w","ybr134w","ORF","504243-504644","+","II","ybr134w",0.03827577,0.0586329439393939,0.0650280568421052,0.123057061666667,0.0234502708333332,0.0909365303703704,0.269636742096774,0.255437521,0.0352466201265822,-0.121955258202247,-0.353712191584159
NA,NA,NA,NA,"med2","ydl005c","ORF","441014-442309","-","IV","ydl005c",0.468925096551724,0.537704136363635,0.459340605263159,0.869415264285713,-0.122688756249999,-0.352897344444445,-0.598834014516129,-0.344057702857144,-0.0113977936708854,0.270164319101123,0.646679385148515
NA,NA,NA,NA,"utp20","ybl004w","ORF","227636-235117","+","II","ybl004w",0.102046351724137,0.0364810363636364,0.00978152105263232,-0.131463292857143,0.0282777874999995,0.00481722777777804,-0.138911117741935,0.320745984285714,0.169540413924051,0.103111848314607,-0.0344321425742576
NA,NA,NA,NA,"yhl045w","yhl045w","ORF","12502-12849","+","VIII","yhl045w",0.00711745275862072,0.0164598384848485,0.0219394805263158,0.0427065635714286,0.022216570625,0.0215154207407407,0.0246893717741936,0.0154830145714286,0.0245950810126582,0.0287660930337079,0.0337458142574257
NA,NA,NA,NA,"ymr013c-a","ymr013c-a","ORF","296471-296620","-","XIII","ymr013c-a",-0.335941489655173,-0.436127927272727,-0.450669073684211,-0.712142464285714,-0.3186302125,-0.231757466666667,-0.184775449516129,0.200714513857143,0.0477802063291139,-0.00806729325842697,-0.14364635049505
NA,NA,NA,NA,"mps2","ygl075c","ORF","366925-368088","-","VII","ygl075c",0.016802871724138,0.0299741775757575,0.0313293471052629,0.0795909369047619,-0.00447957208333312,-0.0363503564814816,-0.0836007072580645,-0.0538200022857143,0.0123815792405063,0.0596172523595505,0.123482940594059
"tos3",0,0.5,0.5,"tos3","ygl179c","ORF","163409-165091","-","VII","ygl179c",0.169642572413793,0.236933130303031,0.42965449736842,0.45334800952381,1.06182282708333,1.30439426481481,1.90544298387097,0.859462600000001,-0.259165618987342,-1.18264673483146,-2.27131235544555
NA,NA,NA,NA,"zip2","ygl249w","ORF","33098-35212","+","VII","ygl249w",0.02218562,0.0190750833333332,0.00358299921052624,0.0143174483333335,-0.0715250958333334,-0.0444073601851852,0.053630005483871,0.0355630178571429,0.00737875620253164,-0.00246587853932579,-0.0218556385148516
NA,NA,NA,NA,"tvp18","ymr071c","ORF","410762-411265","-","XIII","ymr071c",-0.169326810344825,0.326728463636364,0.528213707894736,1.72633468333333,0.435074666666667,-0.0428577037037051,-1.00957108870968,-1.43152437857143,-0.324337148101267,0.236022637078652,1.04073083960396
NA,NA,NA,NA,"ydr199w","ydr199w","ORF","854175-854540","+","IV","ydr199w",-0.0338853482758619,0.0899762484848482,0.155463305263158,0.45267515952381,0.217712377083333,0.10389605,-0.156986764516129,-0.36144202,-0.0660008746835443,0.0970049617977528,0.358586704950495
NA,NA,NA,NA,"pst1","ydr055w","ORF","563527-564861","+","IV","ydr055w",-0.861857758620694,-0.768097727272732,-0.458511842105256,-0.499547357142863,0.382186166666667,1.21517503703704,3.78673790322581,-0.0956842428571422,-1.54634937974684,-2.84900629213483,-4.1409551029703
NA,NA,NA,NA,"frk1","ypl141c","ORF","283464-286061","-","XVI","ypl141c",0.177249831034483,0.20232809090909,0.188701031578948,0.319293223809524,-0.0143599687499999,0.00178337592592575,0.223574027419355,0.0708839814285714,-0.00753120886075932,-0.0616960000000001,-0.123075196039604
NA,NA,NA,NA,"pci8","yil071c","ORF","228660-229994","-","IX","yil071c",0.0395588862068965,0.0962958333333332,0.0884176894736841,0.291754542857143,-0.0868388770833332,-0.170970390740741,-0.299100475806452,-0.173943215,-0.0690274381012659,-0.00148547539325829,0.0695803590099009
NA,NA,NA,NA,"cnl1","ydr357c","ORF","1189199-1189567","-","IV","ydr357c",0.363885162068967,0.683727624242424,0.735395389473684,1.64734518095238,0.26734549375,-0.000137233333332545,-0.304111448387097,-0.649662248571429,-0.179854551898734,0.0497795966292134,0.39546253960396
NA,NA,NA,NA,"aim33","yml087c","ORF","94431-95369","-","XIII","yml087c",-0.0793787486206897,-0.0496833372727272,-0.0107008413157894,0.0202609973809523,0.12620179,0.123109929074074,0.0363065022580646,0.0640586137142858,-0.00759216063291134,-0.0807471696629214,-0.183362711386139
NA,NA,NA,NA,"yil001w","yil001w","ORF","353940-355481","+","IX","yil001w",-0.0970469737931035,-0.0916213900000003,-0.0834937323684207,-0.079969248809524,-0.049732009375,-0.0140616016666667,0.0812641403225807,-0.148913174714286,-0.110568374177215,-0.0896341183146067,-0.032009277029703
NA,NA,NA,NA,"rpn11","yfr004w","ORF","153393-154313","+","VI","yfr004w",-2.14445113793103,-1.81279884848485,-1.38090242105263,-0.941668807142856,-0.198053127083334,0.235331546296296,1.03760604032258,-1.2231553,-0.715211013924051,-0.553700469662922,-0.132997262376237
"pho85",0,0,1,"pho85","ypl031c","ORF","492018-493037","-","XVI","ypl031c",-0.396768575862066,-0.267846172727276,-0.281046705263157,0.13768942857143,-0.695039297916667,-0.49813785,0.206898675806451,-0.446029332857143,-0.136074943037975,0.119656916853933,0.474280602970297
NA,NA,NA,NA,"ylr361c-a","ylr361c-a","ORF","849383-849679","-","XII","ylr361c-a",0.456230551724138,0.702214012121212,0.664789847368421,1.43591408809524,-0.0313282833333339,-0.160165,-0.262153233870967,0.0413911399999997,0.683597565822785,1.20211850786517,1.81282243069307
NA,NA,NA,NA,"gup1","ygl084c","ORF","350616-352298","-","VII","ygl084c",-0.274321858620689,-0.225350612121212,-0.194293957894737,-0.087959926190476,-0.200297597916667,-0.138067796296296,0.107321641935484,-0.358254834285715,-0.234482986075949,-0.180427810112359,-0.0681455693069306
NA,NA,NA,NA,"yjl113w","yjl113w","transposable_element_gene","198678-203325","+","X","yjl113w",-0.0105412434482758,-0.00580020636363636,0.00154689578947367,0.00519654023809525,0.0254818475,0.0264612088888889,0.0240102501612903,-0.00174727557142857,-0.0010661070886076,-0.00533797101123595,-0.00722234702970297
NA,NA,NA,NA,"ynl226w","ynl226w","ORF","222239-222649","+","XIV","ynl226w",0.0846157931034487,0.0673518818181816,0.0576861210526314,0.0821230690476192,-0.00714870208333311,-0.0519276740740743,-0.148505096774194,0.195344952857143,0.0953711670886077,0.055298815730337,-0.0336289227722773
NA,NA,NA,NA,"sno3","yfl060c","ORF","10301-10969","-","VI","yfl060c",0.0187165944827587,0.0211002272727273,0.0197953726315789,0.02388934,0.00149786395833333,0.0344159072222222,0.132209288709678,0.062104279,-0.00208028000000001,-0.0497905601123595,-0.112597219405941
NA,NA,NA,NA,"yil030w-a","yil030w-a","ORF","295565-295903","+","IX","yil030w-a",0.13733668275862,0.176354469696969,0.1946942,0.3160028,0.136605045833333,0.165307735185185,0.319220879032258,0.19111844,0.138936501265823,0.104847815730337,0.0691345287128713
NA,NA,NA,NA,"ypr142c","ypr142c","ORF","818130-818693","-","XVI","ypr142c",0.737678999999998,0.158886424242426,-0.205768210526317,-1.37949547619048,-0.865814208333333,-0.122607555555555,1.46490906451613,3.81198657142857,0.0328582151898741,-2.41344396629213,-6.18904285940594
NA,NA,NA,NA,"dga1","yor245c","ORF","794076-795332","-","XV","yor245c",0.395343672413793,0.551624906060606,0.562558494736842,1.03269047380952,0.239258725,0.0573096129629628,-0.168195449999999,-0.118619857142857,0.230711662025316,0.457689194382022,0.762068876237624
NA,NA,NA,NA,"hxt11","yol156w","ORF","25273-26976","+","XV","yol156w",0.032098131724138,0.0365599257575757,0.0348531515789474,0.0598924064285714,0.00644795541666669,0.00462970740740737,0.0206577943548387,0.0190350731428571,0.0200264175949367,0.0255367573033708,0.0340582346534653
"bph1",0,0,1,"bph1","ycr032w","ORF","179520-186023","+","III","ycr032w",-0.03166772,-0.0316794493939394,-0.0272026852631579,-0.0351407928571429,-0.00799142437500002,0.00684280166666662,0.0410155166129033,-0.0105611714285714,-0.0149559806329114,-0.0208800688764045,-0.0239860513861386
NA,NA,NA,NA,"chs1","ynl192w","ORF","276502-279897","+","XIV","ynl192w",1.50608555172414,1.71962379393939,2.07262532368421,2.44643354761905,2.80473390416667,2.96151042592593,4.0762060967742,1.41503102857143,-0.462291569620252,-2.14864796629213,-3.97481787326733
NA,NA,NA,NA,"spo11","yhl022c","ORF","62961-64157","-","VIII","yhl022c",0.101798849655172,0.103657018787879,0.0850807394736842,0.135536556428571,-0.0366939372916667,-0.0204326692592592,0.0828367319354839,0.124866911428571,-0.0235871543037974,-0.12123676741573,-0.265570272475248
NA,NA,NA,NA,"rrn3","ykl125w","ORF","208247-210130","+","XI","ykl125w",0.148883531034482,0.146238812121213,0.170582002631578,0.228314588095238,0.198410102083334,0.140113177777777,-0.039414698387097,0.523170868571429,0.24141499113924,0.0726329764044943,-0.213068444554455
NA,NA,NA,NA,"pex17","ynl214w","ORF","245617-246216","+","XIV","ynl214w",-0.126943191034483,-0.130340678787879,-0.131036888421053,-0.132530653571428,-0.139188307083333,-0.0336196287037038,0.230597650967742,-0.0128955077142857,0.0355066283544304,0.100549516179775,0.207447200495049
NA,NA,NA,NA,"ydr170w-a","ydr170w-a","transposable_element_gene","803195-804517","+","IV","ydr170w-a",-0.0763746620689652,-0.123598287878788,-0.162969189473684,-0.280819061904762,-0.201260360416667,-0.194438198148148,-0.182231492258065,-0.258805270857143,-0.14947094443038,-0.063810037977528,0.0630496840594059
NA,NA,NA,NA,"aim32","yml050w","ORF","173139-174074","+","XIII","yml050w",0.160656568965517,0.18224326060606,0.173723652631579,0.257008245238095,0.08477945625,0.0568204185185185,0.0423191693548386,0.0524871042857143,-0.0349329227848101,-0.105307410112359,-0.199399286138614
NA,NA,NA,NA,"hor7","ymr251w-a","ORF","774752-774931","+","XIII","ymr251w-a",2.71905275862051,8.83203303030314,2.18181421052625,22.2489254761905,-32.6137641666666,-31.7593442592592,-21.0243935483871,-41.7801244285715,5.71467911392407,43.2543005617977,94.0560872277228
NA,NA,NA,NA,"ygl177w","ygl177w","ORF","167559-167906","+","VII","ygl177w",-0.106451107241379,-0.111845905151515,-0.0930272152631578,-0.129280148571429,-0.00585735458333333,0.0712528627777778,0.217213865322581,0.117699471857143,0.0322333307594937,-0.0216947201123596,-0.0908717121782178
NA,NA,NA,NA,"ykl115c","ykl115c","ORF","222893-223285","-","XI","ykl115c",-0.00641359172413787,-0.0163008324242425,-0.000809629473684032,-0.0584619450000002,0.102349573125,0.122318846111111,0.13696628483871,0.0487582471428572,0.065465087341772,0.0788089995505618,0.116530465346535
NA,NA,NA,NA,"spt23","ykl020c","ORF","398832-402080","-","XI","ykl020c",-0.0180044862068963,-0.0132212242424243,0.000186297368421263,0.00724331666666649,-0.0200675187499999,0.11435599074074,0.556605430645162,0.112379177142857,-0.122279862025317,-0.308674052808988,-0.524019846534654
NA,NA,NA,NA,"loh1","yjl038c","ORF","375115-375774","-","X","yjl038c",0.180539267241379,0.22655584030303,0.261775769473684,0.342370938095238,0.334547958333333,0.254406953703703,0.0205338838709679,0.260364242857143,0.0929510835443039,-0.0696079,-0.315837997029703
NA,NA,NA,NA,"ent3","yjr125c","ORF","654737-655963","-","X","yjr125c",-0.346222137931035,-0.12292412121212,-0.00959037105263262,0.563263711904762,-0.0311903124999994,-0.087790935185185,-0.025147216129032,-0.851060600000001,-0.294174451898734,0.0293692348314602,0.569884231683169
NA,NA,NA,NA,"lrp1","yhr081w","ORF","267538-268092","+","VIII","yhr081w",1.58913820689655,1.44977118181818,1.31364463157895,1.2885774047619,1.11809639583334,0.105691611111112,-2.84604111290323,1.41078181428571,1.39332641772152,1.58334966292135,1.49106318811881
NA,NA,NA,NA,"lpl1","yor059c","ORF","438906-440258","-","XV","yor059c",0.0206726517241382,0.140578545454545,0.166250644736842,0.526731792857143,0.0184452229166661,-0.083364357407407,-0.291387932258065,-0.151522041428571,0.0965284088607596,0.273120593258427,0.487164788118812
NA,NA,NA,NA,"rpn7","ypr108w","ORF","742454-743743","+","XVI","ypr108w",-1.14979354137931,-0.989827875757574,-0.724710034210527,-0.545135645238096,-0.010000545833333,0.278611683333333,1.00028298870968,-0.690597624285714,-0.43697976329114,-0.379682038202247,-0.116423568316832
NA,NA,NA,NA,"yml084w","yml084w","ORF","99489-99797","+","XIII","yml084w",0.0138020679310344,0.0159469709090909,0.0182928294736842,0.0183493373809524,0.0252497825,0.0343290625925926,0.0626966796774194,0.0155751405714285,-0.0249149965822785,-0.060218682247191,-0.102539334851485
NA,NA,NA,NA,"srv2","ynl138w","ORF","366741-368321","+","XIV","ynl138w",-1.50987260689655,-1.42733906969697,-1.27517055263158,-1.40862572619048,-0.677782558333333,-0.166011916666667,0.76186516451613,-0.487538677142857,-0.26107237721519,-0.177314932584269,-0.04160705049505
NA,NA,NA,NA,"dfg16","yor030w","ORF","386825-388684","+","XV","yor030w",0.00469738275862068,0.0375895909090907,0.0487326815789476,0.144254364285714,-0.00254493958333324,0.0622499037037036,0.268445143548387,0.0874244971428568,0.0615306151898737,0.0497635932584269,0.0412536178217822
NA,NA,NA,NA,"ydr366c","ydr366c","ORF","1212438-1212836","-","IV","ydr366c",-0.031346437586207,-0.0221740824242424,0.000543842368421082,0.0163900414285714,0.0825815447916667,0.0763668481481481,0.0443718275806452,-0.0218953614285714,-0.0793996855696202,-0.133758423707865,-0.189467978217822
NA,NA,NA,NA,"ybl100c","ybl100c","ORF","36989-37303","-","II","ybl100c",-0.904388517241385,-0.533882545454544,-0.414665789473682,0.450268999999997,-0.793039979166661,-0.755581092592594,0.289971338709679,-3.2113243,-1.83140549367089,-1.15441966292135,0.174255633663366
NA,NA,NA,NA,"sen34","yar008w","ORF","158966-159793","+","I","yar008w",0.099852693103448,0.0956243636363644,0.113832281578947,0.0760520071428569,0.226345535416667,0.192143205555555,0.0618897435483874,0.10983536,0.107994449367089,0.104758558426966,0.114298732673267
NA,NA,NA,NA,"cos4","yfl062w","ORF","6426-7565","+","VI","yfl062w",0.0294832593103449,0.0205101724242424,0.0267427626315789,-0.00271671357142857,0.0728912658333333,0.0835602896296296,0.104554581935484,0.0230158448571429,-0.00937932911392407,-0.0417313491011236,-0.0720425265346535
NA,NA,NA,NA,"opi9","ylr338w","ORF","804346-805203","+","XII","ylr338w",-0.135943872413794,-0.116762345454545,-0.0899841552631578,-0.10347130952381,-0.00562790208333349,0.0833419833333334,0.317509925806452,-0.0756080128571429,-0.119749824050633,-0.185653429213483,-0.240430473267327
NA,NA,NA,NA,"mic26","ygr235c","ORF","961360-962061","-","VII","ygr235c",1.14356142068965,1.58754443030303,1.50708263157895,3.19537747380952,-0.0799943333333323,-0.778984046296295,-1.54670981935484,-0.882284035714286,-0.372317889873417,-0.0702751797752822,0.264573623762376
"uth1",0,1,0,"uth1","ykr042w","ORF","519527-520624","+","XI","ykr042w",0.276188965517263,-1.57909151515152,0.671444210526332,-7.10024666666668,16.5384160416667,12.8629427777778,-4.19211790322581,7.67204071428572,7.71568860759495,7.69327573033706,8.21547000000001
NA,NA,NA,NA,"ynl034w","ynl034w","ORF","570477-572315","+","XIV","ynl034w",0.0272847737931034,0.0285190512121213,0.0262660778947368,0.03916716,0.009215810625,-0.00803012425925924,-0.0414630180645162,-4.54907142856913e-05,0.00430124506329112,0.00827680966292134,0.0111668695049505
NA,NA,NA,NA,"otu2","yhl013c","ORF","77430-78353","-","VIII","yhl013c",-0.0839079551724157,-0.197792457575756,-0.238641110526316,-0.51121775,-0.148831485416667,-0.0634572833333332,-0.101023830645161,0.553376432857143,0.264071775949367,0.148532196629214,-0.101023003960396
NA,NA,NA,NA,"pcl2","ydl127w","ORF","234927-235853","+","IV","ydl127w",-0.394733868965518,-0.525457787878787,-0.556321689473684,-0.91996785,-0.420886671875,-0.223656193703704,0.171704276774194,-0.0567162021428573,-0.0886033406329114,-0.057178813483146,0.00304865990099011
NA,NA,NA,NA,"thi73","ylr004c","ORF","157934-159505","-","XII","ylr004c",0.0560769331034482,0.0881432654545456,0.112437087631579,0.176329017857143,0.146195776458333,0.151616193888889,0.138828222741936,0.223409325571429,0.121552344177215,0.0396370393258428,-0.0905266374257427
NA,NA,NA,NA,"fad1","ydl045c","ORF","372688-373608","-","IV","ydl045c",0.476060024137932,0.673847427272727,0.712437457894737,1.29964153809524,0.361689047916667,0.117211166666667,-0.122363708064517,-0.247922027142857,-0.100699088607595,-0.0916920505617979,-0.055471187128713
NA,NA,NA,NA,"uli1","yfr026c","ORF","205748-206257","-","VI","yfr026c",0.0621992251724139,0.126961676969697,0.169566583947369,0.333876632142857,0.187050507291667,0.169546209444444,0.195540798548387,0.00576992714285726,0.00265437468354421,-0.0269494160674157,-0.0386677094059406
NA,NA,NA,NA,"ykl111c","ykl111c","ORF","228464-228799","-","XI","ykl111c",0.1322759,0.0436556515151525,-0.0287189763157897,-0.199118442857143,-0.278860695833333,0.0476645962962961,1.20329852096774,-0.0948680828571428,-0.0639744253164552,0.0238513561797751,0.299763222772277
NA,NA,NA,NA,"mdl2","ypl270w","ORF","30482-32803","+","XVI","ypl270w",-0.036406962068966,-0.00980829393939374,-0.0422064973684212,0.0639808119047626,-0.285212710416667,-0.232064427777778,0.109210962903226,-0.375927654285714,-0.303171355696202,-0.275628573033708,-0.197672657425743
NA,NA,NA,NA,"ymr254c","ymr254c","ORF","777615-777923","-","XIII","ymr254c",0.0508495093103448,0.0444892012121212,0.0232308860526315,0.0222492847619045,-0.0712289349999999,0.0342911442592593,0.322688421451613,0.191812965285715,0.109223816455696,0.0802057853932584,0.037420104950495
